name,areas,is_boss,data_type,enemy_type,initial_status,hp,pp,offense,defense,speed,guts,exp_reward,money_reward,drop_item,drop_chance,battle_tip,resistance_name,resistance_type,resistance_value,ability_name,ability_target,ability_aoe,ability_effect
Mad Duck,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Mad Duck,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Mad Duck,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Mad Duck,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Mad Duck,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Mad Duck,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Mad Duck,,FALSE,ability,,,,,,,,,,,,,,,,,Disrupt your senses,enemy,single,
Mad Duck,,FALSE,ability,,,,,,,,,,,,,,,,,Make something spin around,enemy,single,
Mad Duck,,FALSE,ability,,,,,,,,,,,,,,,,,Peck at target's eyes,enemy,single,
Mad Taxi,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Mad Taxi,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Mad Taxi,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Mad Taxi,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Mad Taxi,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Mad Taxi,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Mad Taxi,,FALSE,ability,,,,,,,,,,,,,,,,,Rev and accelerate,enemy,single,
Mad Taxi,,FALSE,ability,,,,,,,,,,,,,,,,,Spew exhaust fumes,enemy,single,
Major Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Major Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Major Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Major Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,0,,,,
Major Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Major Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Major Psychic Psycho,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Fire β,enemy,row,
Major Psychic Psycho,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Shield Ω,ally,all,
Major Psychic Psycho,,FALSE,ability,,,,,,,,,,,,,,,,,Paralysis α,enemy,single,
Major Psychic Psycho,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Fire γ,enemy,row,
Manly Fish,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Manly Fish,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Manly Fish,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Manly Fish,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Manly Fish,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Manly Fish,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Manly Fish,,FALSE,ability,,,,,,,,,,,,,,,,,Jab with a spear,enemy,single,
Manly Fish's Brother,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Manly Fish's Brother,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Manly Fish's Brother,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,25,,,,
Manly Fish's Brother,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Manly Fish's Brother,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Manly Fish's Brother,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Manly Fish's Brother,,FALSE,ability,,,,,,,,,,,,,,,,,Hypnosis α,enemy,single,
Manly Fish's Brother,,FALSE,ability,,,,,,,,,,,,,,,,,Paralysis α,enemy,single,
Manly Fish's Brother,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Freeze β,enemy,single,
Manly Fish's Brother,,FALSE,ability,,,,,,,,,,,,,,,,,Healing Ω,ally,single,
Marauder Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Marauder Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,0,,,,
Marauder Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Marauder Octobot,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Marauder Octobot,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Marauder Octobot,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Marauder Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Marauder Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Steal an item,enemy,single,
Marauder Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Coil around target and attack,enemy,none,
Master Criminal Worm,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Master Criminal Worm,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Master Criminal Worm,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Master Criminal Worm,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Master Criminal Worm,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Master Criminal Worm,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Master Criminal Worm,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Fire β,enemy,row,
Master Criminal Worm,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Fire α,enemy,row,
Mechanical Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Mechanical Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,0,,,,
Mechanical Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Mechanical Octobot,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Mechanical Octobot,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Mechanical Octobot,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Mechanical Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Mechanical Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Steal an item,enemy,single,
Mechanical Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Generate a mysterious electric field,enemy,single,
Mighty Bear,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Mighty Bear,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Mighty Bear,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Mighty Bear,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Mighty Bear,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Mighty Bear,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Mighty Bear,,FALSE,ability,,,,,,,,,,,,,,,,,Claw with one's sharp nails,enemy,single,
Mighty Bear,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Mighty Bear Seven,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Mighty Bear Seven,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Mighty Bear Seven,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Mighty Bear Seven,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Mighty Bear Seven,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Mighty Bear Seven,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Mighty Bear Seven,,FALSE,ability,,,,,,,,,,,,,,,,,Claw with one's sharp nails,enemy,single,
Mighty Bear Seven,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Military Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Military Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,0,,,,
Military Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Military Octobot,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Military Octobot,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Military Octobot,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Military Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Military Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Steal an item,enemy,single,
Military Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Coil around target and attack,enemy,none,
Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Mobile Sprout,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Mobile Sprout,,FALSE,ability,,,,,,,,,,,,,,,,,Magnet α,enemy,single,
Mobile Sprout,,FALSE,ability,,,,,,,,,,,,,,,,,Sow seeds around,ally,none,
Mobile Sprout,,FALSE,ability,,,,,,,,,,,,,,,,,Lifeup α,ally,single,
Mole Playing Rough,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Mole Playing Rough,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Mole Playing Rough,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Mole Playing Rough,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Mole Playing Rough,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Mole Playing Rough,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Mole Playing Rough,,FALSE,ability,,,,,,,,,,,,,,,,,Scratch with one's claws,enemy,single,
Mole Playing Rough,,FALSE,ability,,,,,,,,,,,,,,,,,Size up the situation,ally,none,
Mole Playing Rough,,FALSE,ability,,,,,,,,,,,,,,,,,Be absentminded,ally,none,
Mole Playing Rough,,FALSE,ability,,,,,,,,,,,,,,,,,Claw with one's sharp nails,enemy,single,
Mook Senior,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Mook Senior,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Mook Senior,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,25,,,,
Mook Senior,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Mook Senior,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Mook Senior,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Mook Senior,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Freeze β,enemy,single,
Mook Senior,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Fire α,enemy,row,
Mook Senior,,FALSE,ability,,,,,,,,,,,,,,,,,Lifeup α,ally,single,
Mook Senior,,FALSE,ability,,,,,,,,,,,,,,,,,Glare with one's eerie eyes,enemy,single,
Mostly Bad Fly,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Mostly Bad Fly,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Mostly Bad Fly,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Mostly Bad Fly,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Mostly Bad Fly,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Mostly Bad Fly,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Mostly Bad Fly,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Mostly Bad Fly,,FALSE,ability,,,,,,,,,,,,,,,,,Say something nasty,enemy,single,
Mr. Batty,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Mr. Batty,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Mr. Batty,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Mr. Batty,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Mr. Batty,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Mr. Batty,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Mr. Batty,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Mr. Batty,,FALSE,ability,,,,,,,,,,,,,,,,,Size up the situation,ally,none,
Mr. Batty,,FALSE,ability,,,,,,,,,,,,,,,,,Become friendly and affectionate,enemy,single,
Mr. Molecule,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Mr. Molecule,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Mr. Molecule,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Mr. Molecule,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Mr. Molecule,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Mr. Molecule,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Mr. Molecule,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Thunder α,enemy,all,
Mr. Molecule,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Flash α,enemy,all,
Mr. Molecule,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Fire α,enemy,row,
Mr. Molecule,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Freeze α,enemy,single,
Musica,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Musica,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Musica,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Musica,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Musica,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Musica,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Musica,,FALSE,ability,,,,,,,,,,,,,,,,,Use an electrical shock attack,enemy,all,
Musica,,FALSE,ability,,,,,,,,,,,,,,,,,Play a haunting melody,enemy,all,
Musica,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Mystical Record,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Mystical Record,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,0,,,,
Mystical Record,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Mystical Record,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Mystical Record,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Mystical Record,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Mystical Record,,FALSE,ability,,,,,,,,,,,,,,,,,Charge forward,enemy,single,
Mystical Record,,FALSE,ability,,,,,,,,,,,,,,,,,Lifeup α,ally,single,
New Age Retro Hippie,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
New Age Retro Hippie,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
New Age Retro Hippie,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
New Age Retro Hippie,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
New Age Retro Hippie,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
New Age Retro Hippie,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
New Age Retro Hippie,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
New Age Retro Hippie,,FALSE,ability,,,,,,,,,,,,,,,,,Lose one's temper,ally,none,
New Age Retro Hippie,,FALSE,ability,,,,,,,,,,,,,,,,,Use Toothbrush,enemy,random,
New Age Retro Hippie,,FALSE,ability,,,,,,,,,,,,,,,,,Use Ruler,ally,none,
No Good Fly,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
No Good Fly,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
No Good Fly,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
No Good Fly,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
No Good Fly,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
No Good Fly,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
No Good Fly,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
No Good Fly,,FALSE,ability,,,,,,,,,,,,,,,,,Say something nasty,enemy,single,
Noose Man,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Noose Man,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Noose Man,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Noose Man,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Noose Man,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Noose Man,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Noose Man,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Noose Man,,FALSE,ability,,,,,,,,,,,,,,,,,Employ a binding attack,enemy,single,
Nuclear Reactor Robot,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Nuclear Reactor Robot,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Nuclear Reactor Robot,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Nuclear Reactor Robot,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,0,,,,
Nuclear Reactor Robot,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Nuclear Reactor Robot,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Nuclear Reactor Robot,,FALSE,ability,,,,,,,,,,,,,,,,,Replenish a fuel supply,ally,single,
Nuclear Reactor Robot,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Over Zealous Cop,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Over Zealous Cop,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Over Zealous Cop,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Over Zealous Cop,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Over Zealous Cop,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Over Zealous Cop,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Over Zealous Cop,,FALSE,ability,,,,,,,,,,,,,,,,,Grapple and use a submission hold,enemy,single,
Over Zealous Cop,,FALSE,ability,,,,,,,,,,,,,,,,,Come out swinging,enemy,single,
Over Zealous Cop,,FALSE,ability,,,,,,,,,,,,,,,,,Be on guard,ally,single,
Over Zealous Cop,,FALSE,ability,,,,,,,,,,,,,,,,,Lose one's temper,ally,none,
Petrified Royal Guard,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Petrified Royal Guard,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Petrified Royal Guard,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Petrified Royal Guard,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Petrified Royal Guard,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Petrified Royal Guard,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Petrified Royal Guard,,FALSE,ability,,,,,,,,,,,,,,,,,Come out swinging,enemy,single,
Petrified Royal Guard,,FALSE,ability,,,,,,,,,,,,,,,,,Charge forward,enemy,single,
Petrified Royal Guard,,FALSE,ability,,,,,,,,,,,,,,,,,Shriek a war cry,enemy,single,
Pit Bull Slug,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Pit Bull Slug,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Pit Bull Slug,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Pit Bull Slug,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Pit Bull Slug,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Pit Bull Slug,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Pit Bull Slug,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Pit Bull Slug,,FALSE,ability,,,,,,,,,,,,,,,,,Use a vacuum attack,enemy,single,
Pit Bull Slug,,FALSE,ability,,,,,,,,,,,,,,,,,Hypnosis α,enemy,single,
Plain Crocodile,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Plain Crocodile,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Plain Crocodile,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Plain Crocodile,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Plain Crocodile,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Plain Crocodile,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Plain Crocodile,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Plain Crocodile,,FALSE,ability,,,,,,,,,,,,,,,,,Edge closer,ally,none,
Plain Crocodile,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Plain Crocodile,,FALSE,ability,,,,,,,,,,,,,,,,,Swing one's tail very hard,enemy,single,
Pogo Punk,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Pogo Punk,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Pogo Punk,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Pogo Punk,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Pogo Punk,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Pogo Punk,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Pogo Punk,,FALSE,ability,,,,,,,,,,,,,,,,,Charge forward,enemy,single,
Pogo Punk,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Pogo Punk,,FALSE,ability,,,,,,,,,,,,,,,,,Fall down,ally,none,
Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Psychic Psycho,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Psychic Psycho,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Fire α,enemy,row,
Psychic Psycho,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Fire β,enemy,row,
Putrid Moldyman,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Putrid Moldyman,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Putrid Moldyman,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Putrid Moldyman,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Putrid Moldyman,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Putrid Moldyman,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Putrid Moldyman,,FALSE,ability,,,,,,,,,,,,,,,,,Scatter some mold spores,enemy,single,
Putrid Moldyman,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Ramblin' Evil Mushroom,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Ramblin' Evil Mushroom,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Ramblin' Evil Mushroom,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Ramblin' Evil Mushroom,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Ramblin' Evil Mushroom,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Ramblin' Evil Mushroom,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Ramblin' Evil Mushroom,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Ramblin' Evil Mushroom,,FALSE,ability,,,,,,,,,,,,,,,,,Scatter some spores,enemy,single,
Ranboob,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Ranboob,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Ranboob,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Ranboob,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Ranboob,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Ranboob,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Ranboob,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Ranboob,,FALSE,ability,,,,,,,,,,,,,,,,,Shield α,ally,single,
Ranboob,,FALSE,ability,,,,,,,,,,,,,,,,,Sprinkle wonderful-smelling powder,enemy,single,
Red Antoid,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Red Antoid,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Red Antoid,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Red Antoid,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Red Antoid,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Red Antoid,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Red Antoid,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Red Antoid,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help,ally,none,
